s2id,iso3,label,sublabel,lat,lon,PSMA Use,Use
103c7bc7,NGA,LAGOS,OUTER ANCHORAGE WEST,6.293811768,3.20584861,YES,Outer anchorage 
103c7a47,NGA,LAGOS,OUTER ANCHORAGE WEST,6.288877072,3.230395282,YES,Outer anchorage 
103c70e1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288129069,3.296507112,YES,Outer anchorage 
103c7169,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288723667,3.326241181,YES,Outer anchorage 
103c716b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288290317,3.321517861,YES,Outer anchorage 
103c7163,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282861071,3.337144936,YES,Outer anchorage 
103c7bed,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294205557,3.190295383,YES,Outer anchorage 
103c7115,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288183435,3.316087802,YES,Outer anchorage 
103c7b95,NGA,LAGOS,OUTER ANCHORAGE WEST,6.288717957,3.19538046,YES,Outer anchorage 
103c7a35,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294294193,3.220631591,YES,Outer anchorage 
103c7a37,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294291832,3.225898845,YES,Outer anchorage 
103c7beb,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294417799,3.195132327,YES,Outer anchorage 
103c7141,NGA,LAGOS,OUTER ANCHORAGE EAST,6.294223298,3.321895917,YES,Outer anchorage 
103c73d7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.27828552,3.341069177,YES,Outer anchorage 
103c73a5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282960265,3.371613142,YES,Outer anchorage 
103c7b93,NGA,LAGOS,OUTER ANCHORAGE WEST,6.288964621,3.190090254,YES,Outer anchorage 
103c73c7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282304498,3.35629912,YES,Outer anchorage 
103c70dd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.29389534,3.290533973,YES,Outer anchorage 
103c73d1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.277576239,3.346347414,YES,Outer anchorage 
103c713d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293207179,3.311916171,YES,Outer anchorage 
103c7bf3,NGA,LAGOS,OUTER ANCHORAGE WEST,6.293867233,3.185829913,YES,Outer anchorage 
103c73cf,NGA,LAGOS,OUTER ANCHORAGE EAST,6.277770317,3.35158708,YES,Outer anchorage 
103c7bc1,NGA,LAGOS,OUTER ANCHORAGE WEST,6.293766249,3.2012087,YES,Outer anchorage 
103c7a49,NGA,LAGOS,OUTER ANCHORAGE WEST,6.289265428,3.225539166,YES,Outer anchorage 
103c7a3f,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294085532,3.235702737,YES,Outer anchorage 
103c7c0b,NGA,LAGOS,OUTER ANCHORAGE WEST,6.294035595,3.175522943,YES,Outer anchorage 
103c73d9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282842654,3.341663198,YES,Outer anchorage 
103c7bbf,NGA,LAGOS,OUTER ANCHORAGE WEST,6.289010221,3.201063685,YES,Outer anchorage 
103c73bb,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282786569,3.366255577,YES,Outer anchorage 
103c73db,NGA,LAGOS,OUTER ANCHORAGE EAST,6.282454074,3.346193415,YES,Outer anchorage 
103c756b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.378008584,3.396745088,YES,Outer anchorage 
103c750d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.372973478,3.386599442,YES,Outer anchorage 
103c75a7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367644015,3.377596856,YES,Outer anchorage 
103c7569,NGA,LAGOS,OUTER ANCHORAGE EAST,6.382824884,3.396190229,YES,Outer anchorage 
103c75bb,NGA,LAGOS,OUTER ANCHORAGE EAST,6.366984094,3.367218685,YES,Outer anchorage 
103c750b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.37292892,3.381994346,YES,Outer anchorage 
103c7511,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367737408,3.391610877,YES,Outer anchorage 
103c75dd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.373216101,3.346432197,YES,Outer anchorage 
103c7513,NGA,LAGOS,OUTER ANCHORAGE EAST,6.372664279,3.391570958,YES,Outer anchorage 
103c750f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367095386,3.386612781,YES,Outer anchorage 
103c7509,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367387232,3.38144598,YES,Outer anchorage 
103c75c5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367516731,3.351344396,YES,Outer anchorage 
103c75a1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.372661345,3.377716795,YES,Outer anchorage 
103c75db,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367323137,3.34676159,YES,Outer anchorage 
103c75c3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.372947555,3.351282909,YES,Outer anchorage 
103c76f1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.347238826,3.310979912,YES,Outer anchorage 
103c7683,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346701845,3.336255037,YES,Outer anchorage 
103c74f3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335632948,3.3871487,YES,Outer anchorage 
103c7449,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346648171,3.361838638,YES,Outer anchorage 
103c768d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346792999,3.321277315,YES,Outer anchorage 
103c74c1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335580247,3.401789337,YES,Outer anchorage 
103c74d9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351362562,3.406652727,YES,Outer anchorage 
103c76f3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346983629,3.316606995,YES,Outer anchorage 
103c745d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335642911,3.371516705,YES,Outer anchorage 
103c74d1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.34585908,3.41177934,YES,Outer anchorage 
103c7685,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346555107,3.331432563,YES,Outer anchorage 
103c7689,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351530369,3.326176664,YES,Outer anchorage 
103c76fd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.347121559,3.301350576,YES,Outer anchorage 
103c74f7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.34066661,3.381621209,YES,Outer anchorage 
103c742b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351696833,3.341525034,YES,Outer anchorage 
103c0ad9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.355804469,3.432579357,YES,Outer anchorage 
103c7429,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346394524,3.341406702,YES,Outer anchorage 
103c0aed,NGA,LAGOS,OUTER ANCHORAGE EAST,6.372492404,3.44705551,YES,Outer anchorage 
103c7681,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351583424,3.336487652,YES,Outer anchorage 
103c74c3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.340799549,3.402112839,YES,Outer anchorage 
103c7445,NGA,LAGOS,OUTER ANCHORAGE EAST,6.340987606,3.366726197,YES,Outer anchorage 
103c76f5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351679843,3.316121499,YES,Outer anchorage 
103c7459,NGA,LAGOS,OUTER ANCHORAGE EAST,6.340709701,3.376579101,YES,Outer anchorage 
103c74e9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.3408485,3.397159353,YES,Outer anchorage 
103c0ae1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.356477685,3.442384411,YES,Outer anchorage 
103c768b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351909845,3.32153875,YES,Outer anchorage 
103c768f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346686408,3.326271578,YES,Outer anchorage 
103c7437,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346043672,3.356373621,YES,Outer anchorage 
103c74d5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.350825552,3.416617102,YES,Outer anchorage 
103c7433,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351541946,3.351798774,YES,Outer anchorage 
103c7687,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351904688,3.331645103,YES,Outer anchorage 
103c745b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.341192238,3.3720248,YES,Outer anchorage 
103c74eb,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335376624,3.397000304,YES,Outer anchorage 
103c0a59,NGA,LAGOS,OUTER ANCHORAGE EAST,6.366607255,3.461749192,YES,Outer anchorage 
103c742f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346294716,3.346398054,YES,Outer anchorage 
103c744b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351207037,3.361874185,YES,Outer anchorage 
103c74d7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.35106604,3.411772329,YES,Outer anchorage 
103c742d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351609201,3.346024589,YES,Outer anchorage 
103c74db,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346266955,3.40695501,YES,Outer anchorage 
103c0adf,NGA,LAGOS,OUTER ANCHORAGE EAST,6.356134051,3.437319505,YES,Outer anchorage 
103c74ef,NGA,LAGOS,OUTER ANCHORAGE EAST,6.340634951,3.391781893,YES,Outer anchorage 
103c7431,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346179413,3.35136761,YES,Outer anchorage 
103c0af1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367118411,3.451828102,YES,Outer anchorage 
103c745f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335916518,3.376933437,YES,Outer anchorage 
103c74f1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.34103441,3.386854193,YES,Outer anchorage 
103c0b2d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.345607099,3.422845651,YES,Outer anchorage 
103c74f5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335569678,3.381559791,YES,Outer anchorage 
103c0aef,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367116589,3.447954961,YES,Outer anchorage 
103c74ed,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335321418,3.391880153,YES,Outer anchorage 
103c0af7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.367191092,3.457358526,YES,Outer anchorage 
103c7443,NGA,LAGOS,OUTER ANCHORAGE EAST,6.335800374,3.366494005,YES,Outer anchorage 
103c74d3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.345442932,3.416874715,YES,Outer anchorage 
103c7149,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304160939,3.321339484,YES,Outer anchorage 
103c7399,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293361585,3.371409441,YES,Outer anchorage 
103c73e1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.29328185,3.34171409,YES,Outer anchorage 
103c7bc3,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299709224,3.200755907,YES,Outer anchorage 
103c7341,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293044467,3.40239677,YES,Outer anchorage 
103c73a1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288252896,3.376595683,YES,Outer anchorage 
103c73c3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.287994246,3.351819703,YES,Outer anchorage 
103c7139,NGA,LAGOS,OUTER ANCHORAGE EAST,6.299483243,3.316310649,YES,Outer anchorage 
103c73bf,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288027979,3.361802115,YES,Outer anchorage 
103c73dd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288046542,3.346140093,YES,Outer anchorage 
103c7375,NGA,LAGOS,OUTER ANCHORAGE EAST,6.29341793,3.381660581,YES,Outer anchorage 
103c73e7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293613006,3.346325155,YES,Outer anchorage 
103c70d7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304161292,3.295873373,YES,Outer anchorage 
103c7a33,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299818786,3.220940057,YES,Outer anchorage 
103c7be9,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299589668,3.195440237,YES,Outer anchorage 
103c7bcd,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299681194,3.215561431,YES,Outer anchorage 
103c7125,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298123417,3.3063228,YES,Outer anchorage 
103c712f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304146865,3.306000607,YES,Outer anchorage 
103c73bd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288031542,3.36717114,YES,Outer anchorage 
103c736d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.2929709,3.39123908,YES,Outer anchorage 
103c7373,NGA,LAGOS,OUTER ANCHORAGE EAST,6.292799199,3.386558272,YES,Outer anchorage 
103c70db,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298790959,3.290878104,YES,Outer anchorage 
103c7a25,NGA,LAGOS,OUTER ANCHORAGE WEST,6.304332343,3.231050134,YES,Outer anchorage 
103c7129,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303290446,3.300778613,YES,Outer anchorage 
103c7a3b,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299119286,3.230844514,YES,Outer anchorage 
103c739f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293096611,3.376752493,YES,Outer anchorage 
103c7a3d,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299471931,3.235485808,YES,Outer anchorage 
103c73eb,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293362315,3.356293994,YES,Outer anchorage 
103c730b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.287972928,3.381845663,YES,Outer anchorage 
103c7395,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293290719,3.361612411,YES,Outer anchorage 
103c7131,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304381227,3.31149862,YES,Outer anchorage 
103c73e9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293838576,3.351503272,YES,Outer anchorage 
103c7127,NGA,LAGOS,OUTER ANCHORAGE EAST,6.299604543,3.30071179,YES,Outer anchorage 
103c73df,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288377425,3.341090875,YES,Outer anchorage 
103c73c1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288488705,3.356620882,YES,Outer anchorage 
103c7bd3,NGA,LAGOS,OUTER ANCHORAGE WEST,6.304844948,3.215970196,YES,Outer anchorage 
103c713b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298970323,3.311784909,YES,Outer anchorage 
103c7a2f,NGA,LAGOS,OUTER ANCHORAGE WEST,6.304865728,3.225532745,YES,Outer anchorage 
103c70c9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303897573,3.281277671,YES,Outer anchorage 
103c70c7,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298803148,3.28084566,YES,Outer anchorage 
103c7bcf,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299268607,3.210700662,YES,Outer anchorage 
103c7a17,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299058415,3.239861885,YES,Outer anchorage 
103c7a2d,NGA,LAGOS,OUTER ANCHORAGE WEST,6.304490329,3.22052551,YES,Outer anchorage 
103c7137,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304261812,3.316308336,YES,Outer anchorage 
103c7a31,NGA,LAGOS,OUTER ANCHORAGE WEST,6.299173118,3.225583761,YES,Outer anchorage 
103c7bc5,NGA,LAGOS,OUTER ANCHORAGE WEST,6.29976556,3.205558355,YES,Outer anchorage 
103c736b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293136568,3.396800469,YES,Outer anchorage 
103c73a3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.287578257,3.371691608,YES,Outer anchorage 
103c7bdd,NGA,LAGOS,OUTER ANCHORAGE WEST,6.304754339,3.200436188,YES,Outer anchorage 
103c70d9,NGA,LAGOS,OUTER ANCHORAGE EAST,6.299565794,3.295815682,YES,Outer anchorage 
103c715f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293454122,3.336527105,YES,Outer anchorage 
103c7397,NGA,LAGOS,OUTER ANCHORAGE EAST,6.293343722,3.366459195,YES,Outer anchorage 
103c7161,NGA,LAGOS,OUTER ANCHORAGE EAST,6.288397647,3.335883003,YES,Outer anchorage 
103c7147,NGA,LAGOS,OUTER ANCHORAGE EAST,6.299288138,3.321246925,YES,Outer anchorage 
103c730d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.287941465,3.386128333,YES,Outer anchorage 
103c7393,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298777063,3.361452653,YES,Outer anchorage 
103c7bf9,NGA,LAGOS,OUTER ANCHORAGE WEST,6.305201848,3.180680301,YES,Outer anchorage 
103c7733,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314403986,3.285891348,YES,Outer anchorage 
103c73fb,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303581325,3.346182303,YES,Outer anchorage 
103c7351,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303787305,3.411607149,YES,Outer anchorage 
103c7345,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298349369,3.406658389,YES,Outer anchorage 
103c7371,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298718412,3.386634644,YES,Outer anchorage 
103c7385,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303658462,3.371517106,YES,Outer anchorage 
103c7159,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298659214,3.336770187,YES,Outer anchorage 
103c7157,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304026656,3.336447589,YES,Outer anchorage 
103c0b79,NGA,LAGOS,OUTER ANCHORAGE EAST,6.319595743,3.457343563,YES,Outer anchorage 
103c7145,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298792558,3.326193167,YES,Outer anchorage 
103c76d5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314702726,3.301313511,YES,Outer anchorage 
103c7343,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298273064,3.401780045,YES,Outer anchorage 
103c7a2b,NGA,LAGOS,OUTER ANCHORAGE WEST,6.309938613,3.220451573,YES,Outer anchorage 
103c739b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298506214,3.371643563,YES,Outer anchorage 
103c7a23,NGA,LAGOS,OUTER ANCHORAGE WEST,6.305032739,3.235462646,YES,Outer anchorage 
103c7151,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303997691,3.331627306,YES,Outer anchorage 
103c73fd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.30394019,3.341303034,YES,Outer anchorage 
103c76d3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314793467,3.306223784,YES,Outer anchorage 
103c73ef,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298628922,3.351731581,YES,Outer anchorage 
103c73f3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304076792,3.356627519,YES,Outer anchorage 
103c712b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.3093555,3.301080091,YES,Outer anchorage 
103c738f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303629509,3.366736291,YES,Outer anchorage 
103c7353,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304033643,3.41688744,YES,Outer anchorage 
103c7bdf,NGA,LAGOS,OUTER ANCHORAGE WEST,6.309889912,3.200440928,YES,Outer anchorage 
103c735b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303837554,3.406975213,YES,Outer anchorage 
103c7bd1,NGA,LAGOS,OUTER ANCHORAGE WEST,6.305134648,3.210388998,YES,Outer anchorage 
103c0b63,NGA,LAGOS,OUTER ANCHORAGE EAST,6.313669452,3.447800015,YES,Outer anchorage 
103c7bd7,NGA,LAGOS,OUTER ANCHORAGE WEST,6.310005564,3.21087086,YES,Outer anchorage 
103c73ed,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298769977,3.356541501,YES,Outer anchorage 
103c7bd9,NGA,LAGOS,OUTER ANCHORAGE WEST,6.310132807,3.205485286,YES,Outer anchorage 
103c70d5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.309812565,3.296001344,YES,Outer anchorage 
103c7be7,NGA,LAGOS,OUTER ANCHORAGE WEST,6.305034022,3.195798498,YES,Outer anchorage 
103c7bd5,NGA,LAGOS,OUTER ANCHORAGE WEST,6.310315933,3.215506804,YES,Outer anchorage 
103c712d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.309515416,3.306432754,YES,Outer anchorage 
103c7377,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298309686,3.381307597,YES,Outer anchorage 
103c76cd,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314356515,3.311193028,YES,Outer anchorage 
103c714f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303896804,3.32613496,YES,Outer anchorage 
103c7365,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303859234,3.391666456,YES,Outer anchorage 
103c7379,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303387012,3.381613094,YES,Outer anchorage 
103c7391,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298225501,3.366524707,YES,Outer anchorage 
103c7a29,NGA,LAGOS,OUTER ANCHORAGE WEST,6.309775385,3.225886085,YES,Outer anchorage 
103c735d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303971056,3.401785495,YES,Outer anchorage 
103c7369,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298415316,3.397162407,YES,Outer anchorage 
103c715b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.29932549,3.331153915,YES,Outer anchorage 
103c738d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303595057,3.361280342,YES,Outer anchorage 
103c734d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298280982,3.417091207,YES,Outer anchorage 
103c7383,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303477022,3.376156989,YES,Outer anchorage 
103c737b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.303696354,3.386737514,YES,Outer anchorage 
103c0b5f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314008227,3.437589724,YES,Outer anchorage 
103c734f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298000176,3.411841984,YES,Outer anchorage 
103c73f1,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304061067,3.351114676,YES,Outer anchorage 
103c772d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314780186,3.290753716,YES,Outer anchorage 
103c7a27,NGA,LAGOS,OUTER ANCHORAGE WEST,6.309946267,3.23111301,YES,Outer anchorage 
103c7bdb,NGA,LAGOS,OUTER ANCHORAGE WEST,6.30500074,3.205738797,YES,Outer anchorage 
103c739d,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298094378,3.376933475,YES,Outer anchorage 
103c772b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.314852241,3.29638541,YES,Outer anchorage 
103c7be1,NGA,LAGOS,OUTER ANCHORAGE WEST,6.309807833,3.195178572,YES,Outer anchorage 
103c7367,NGA,LAGOS,OUTER ANCHORAGE EAST,6.304232207,3.396698238,YES,Outer anchorage 
103c7bfb,NGA,LAGOS,OUTER ANCHORAGE WEST,6.305104569,3.185471867,YES,Outer anchorage 
103c73e3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298750257,3.341520226,YES,Outer anchorage 
103c73e5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298643428,3.346534541,YES,Outer anchorage 
103c736f,NGA,LAGOS,OUTER ANCHORAGE EAST,6.298380175,3.391996956,YES,Outer anchorage 
103c7133,NGA,LAGOS,OUTER ANCHORAGE EAST,6.310087675,3.310955903,YES,Outer anchorage 
103c0a93,NGA,LAGOS,OUTER ANCHORAGE EAST,6.376990984,3.447491957,YES,Outer anchorage 
103c74e3,NGA,LAGOS,OUTER ANCHORAGE EAST,6.351662794,3.392133685,YES,Outer anchorage 
103c7451,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346187909,3.371819527,YES,Outer anchorage 
103c7667,NGA,LAGOS,OUTER ANCHORAGE EAST,6.362613634,3.321717802,YES,Outer anchorage 
103c0a8b,NGA,LAGOS,OUTER ANCHORAGE EAST,6.377329763,3.457420153,YES,Outer anchorage 
103c74e5,NGA,LAGOS,OUTER ANCHORAGE EAST,6.346139196,3.391907929,YES,Outer anchorage 
