s2id,iso3,label,gfw_sublabel,lat,lon,dock,distance_from_shore_m,port_or_anchorage,tmt_sublabel,GhanaEEZ
1023dd1d,TGO,LOME,LOME,6.0267405207335312,1.3394083438427127,FALSE,14000,Anchorage ,Anchorage ,
1023dec3,TGO,LOME,LOME,6.0001849929011026,1.2625767496518576,FALSE,14000,Anchorage ,Anchorage ,
1023de97,TGO,LOME,LOME,6,1.2770026894424962,FALSE,14000,Anchorage ,Anchorage ,
1023dc51,TGO,LOME,LOME,6.0158810411035439,1.3203098940429026,FALSE,14000,Anchorage ,Anchorage ,
1023de99,TGO,LOME,LOME,6.0056546377214239,1.2814692458835031,FALSE,14000,Anchorage ,Anchorage ,
1023df21,TGO,LOME,LOME,6,1.2482654083691462,FALSE,14000,Anchorage ,Anchorage ,
1023dd05,TGO,LOME,LOME,6.0318110123416062,1.3346795713696733,FALSE,14000,Anchorage ,Anchorage ,
1023dc4f,TGO,LOME,LOME,6,1.3157237253512573,FALSE,14000,Anchorage ,Anchorage ,
1023dc49,TGO,LOME,LOME,6.016247510764571,1.3106878561055522,FALSE,14000,Anchorage ,Anchorage ,
1023dc53,TGO,LOME,LOME,6.0212380840634454,1.3204833629140018,FALSE,14000,Anchorage ,Anchorage ,
1023df27,TGO,LOME,LOME,5.9951470107104665,1.2481380184182453,FALSE,14000,Anchorage ,Anchorage ,
1023dc35,TGO,LOME,LOME,6.0213183641784962,1.3061819119901636,FALSE,14000,Anchorage ,Anchorage ,
1023df55,TGO,LOME,LOME,5.9844823249651435,1,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023df49,TGO,LOME,LOME,5.9894722812968233,1.2294165212647719,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023dc37,TGO,LOME,LOME,6.0164739429502259,1.3058279514130335,FALSE,14000,Anchorage ,Anchorage ,
1023dc31,TGO,LOME,LOME,6.0162220769624737,1.3015952200828156,FALSE,14000,Anchorage ,Anchorage ,
1023de91,TGO,LOME,LOME,6.0106363752151086,1.2773955630712677,FALSE,14000,Anchorage ,Anchorage ,
1023dd07,TGO,LOME,LOME,6.0319394255201182,1.3303439852657308,FALSE,14000,Anchorage ,Anchorage ,
1023dd03,TGO,LOME,LOME,6.0265840503577168,1.3347296493333063,FALSE,14000,Anchorage ,Anchorage ,
1023dc21,TGO,LOME,LOME,6.0054116711292078,1.2913923229574074,FALSE,14000,Anchorage ,Anchorage ,
1023df4b,TGO,LOME,LOME,5.9850507190794717,1.2290621579532905,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023dc4b,TGO,LOME,LOME,6.0212878614388341,1.3105899491354187,FALSE,14000,Anchorage ,Anchorage ,
1023dc4d,TGO,LOME,LOME,6.0214401239446129,1.3156660588609574,FALSE,14000,Anchorage ,Anchorage ,
1023de9b,TGO,LOME,LOME,6.0110504180744746,1.2822111575278006,FALSE,14000,Anchorage ,Anchorage ,
1023df2f,TGO,LOME,LOME,5.9896157830746386,1.2435339739727564,FALSE,14000,Anchorage ,Anchorage ,
1023dc2d,TGO,LOME,LOME,6.0215542464144232,1.2962367675674982,FALSE,14000,Anchorage ,Anchorage ,
1023dec5,TGO,LOME,LOME,5.9951161198809322,1.2628970939777433,FALSE,14000,Anchorage ,Anchorage ,
1023dc2f,TGO,LOME,LOME,6.015947606322773,1.2964715575747878,FALSE,14000,Anchorage ,Anchorage ,
1023dd1b,TGO,LOME,LOME,6.0313477963841038,1.3397709450561557,FALSE,14000,Anchorage ,Anchorage ,
1023dedb,TGO,LOME,LOME,5.9952878080858794,1.2578367295340334,FALSE,14000,Anchorage ,Anchorage ,
1023dedf,TGO,LOME,LOME,6.0003790356760325,1.252723887547043,FALSE,14000,Anchorage ,Anchorage ,
1023dc27,TGO,LOME,LOME,6.0108199902355883,1.2913767036178456,FALSE,14000,Anchorage ,Anchorage ,
1023df37,TGO,LOME,LOME,5.9901473269245269,1.2338739144315716,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023de9d,TGO,LOME,LOME,6,1.2867690646473862,FALSE,14000,Anchorage ,Anchorage ,
1023dedd,TGO,LOME,LOME,5.9997700449547162,1.2579462241774522,FALSE,14000,Anchorage ,Anchorage ,
1023ddab,TGO,LOME,LOME,6.0272256815480061,1.3251891128791051,FALSE,14000,Anchorage ,Anchorage ,
1023d8ab,TGO,LOME,LOME,5.9794558338698405,1.2141168655258372,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023df51,TGO,LOME,LOME,5.9899037440245424,1.2196709122653024,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023df4f,TGO,LOME,LOME,5.9898091748250142,1.2245067871381081,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023df31,TGO,LOME,LOME,5.9897204134488113,1.2384594461017582,FALSE,14000,Anchorage ,Anchorage ,Ghana EEZ
1023deed,TGO,LOME,LOME,6.0108952600258876,1.2673641240950357,FALSE,13000,Anchorage ,Anchorage ,
1023dd0f,TGO,LOME,LOME,6.0372949832739824,1.3344645512270856,FALSE,13000,Anchorage ,Anchorage ,
1023df3b,TGO,LOME,LOME,5.9950837605545715,1.2383071451807495,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
102161fb,TGO,LOME,LOME,5.9899315033500633,1.2051268279366638,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023dda9,TGO,LOME,LOME,6.0316627096187005,1.3249735342874072,FALSE,13000,Anchorage ,Anchorage ,
1023df39,TGO,LOME,LOME,5.9955236712397495,1.2339085928457711,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
102161e5,TGO,LOME,LOME,5.9944541262595763,1.2048242089896424,FALSE,13000,Anchorage ,Anchorage ,
1023dee1,TGO,LOME,LOME,6.0054377769800507,1.2527446475155524,FALSE,13000,Anchorage ,Anchorage ,
1023dd0b,TGO,LOME,LOME,6.042595529066328,1.3301773397990746,FALSE,13000,Anchorage ,Anchorage ,
1023df5b,TGO,LOME,LOME,5.9954802600676409,1.2192739501034304,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023de85,TGO,LOME,LOME,6.0167843869310156,1.2814632562080566,FALSE,13000,Anchorage ,Anchorage ,
1023df43,TGO,LOME,LOME,6.0007447591045411,1.2246373204034438,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023dee5,TGO,LOME,LOME,6.0106668567944812,1.2579102866442464,FALSE,13000,Anchorage ,Anchorage ,
1023ddd1,TGO,LOME,LOME,6.0319727951464106,1.2961555088809862,FALSE,13000,Anchorage ,Anchorage ,
1023ddd3,TGO,LOME,LOME,6.0268454227682824,1.2963797721999206,FALSE,13000,Anchorage ,Anchorage ,
1023dd09,TGO,LOME,LOME,6.0369796433292473,1.329926943236087,FALSE,13000,Anchorage ,Anchorage ,
1023ddb3,TGO,LOME,LOME,6.026555341540508,1.3157037089210206,FALSE,13000,Anchorage ,Anchorage ,
1023df23,TGO,LOME,LOME,6.0005178369408494,1.2435806601858714,FALSE,13000,Anchorage ,Anchorage ,
1023ddcd,TGO,LOME,LOME,6.0264320473582407,1.3007832469889806,FALSE,13000,Anchorage ,Anchorage ,
1023ddad,TGO,LOME,LOME,6.0265911664976359,1.3201679423603165,FALSE,13000,Anchorage ,Anchorage ,
1023df41,TGO,LOME,LOME,6.000207186602811,1.2287241600861112,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023de87,TGO,LOME,LOME,6.0212348712984136,1.2817952299692432,FALSE,13000,Anchorage ,Anchorage ,
1023de8f,TGO,LOME,LOME,6,1.2770676555493308,FALSE,13000,Anchorage ,Anchorage ,
1023dd0d,TGO,LOME,LOME,6.042502867261744,1.3340362435841109,FALSE,13000,Anchorage ,Anchorage ,
1023df47,TGO,LOME,LOME,5.9954673231280564,1.2291582118027209,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023df3d,TGO,LOME,LOME,6.000419800521712,1.2386839158282943,FALSE,13000,Anchorage ,Anchorage ,
1023dee9,TGO,LOME,LOME,6.0054910007317774,1.2627494171532947,FALSE,13000,Anchorage ,Anchorage ,
1023df1f,TGO,LOME,LOME,6.0055135838374545,1.2477641059673115,FALSE,13000,Anchorage ,Anchorage ,
1023ddcf,TGO,LOME,LOME,6.0315928874436882,1.3008450096901922,FALSE,13000,Anchorage ,Anchorage ,
1023ddcb,TGO,LOME,LOME,6.0265560607073247,1.3059443913790671,FALSE,13000,Anchorage ,Anchorage ,
1023dc2b,TGO,LOME,LOME,6.0217108706427931,1.2910349781697219,FALSE,13000,Anchorage ,Anchorage ,
1023df45,TGO,LOME,LOME,5.9954767310503865,1.2238124529813343,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023dc29,TGO,LOME,LOME,6,1.2911038405031172,FALSE,13000,Anchorage ,Anchorage ,
1023df5d,TGO,LOME,LOME,6.0003283884561922,1.2196018669996707,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023df1d,TGO,LOME,LOME,6.010970007711582,1.2481100188364167,FALSE,13000,Anchorage ,Anchorage ,
1023dda1,TGO,LOME,LOME,6,1.3255084443841887,FALSE,13000,Anchorage ,Anchorage ,
1023dda7,TGO,LOME,LOME,6.037378088157678,1.3251930894657651,FALSE,13000,Anchorage ,Anchorage ,
1023de93,TGO,LOME,LOME,6.0109117297300232,1.2724531858830175,FALSE,13000,Anchorage ,Anchorage ,
1023de95,TGO,LOME,LOME,6.0057536057803915,1.2722209358953811,FALSE,13000,Anchorage ,Anchorage ,
1023ddc9,TGO,LOME,LOME,6.0322812917279069,1.3060847686666268,FALSE,13000,Anchorage ,Anchorage ,
1023deef,TGO,LOME,LOME,6.011313489153129,1.2625424766048039,FALSE,13000,Anchorage ,Anchorage ,
1023ddb7,TGO,LOME,LOME,6.0321286918377544,1.3105733492570613,FALSE,13000,Anchorage ,Anchorage ,
1023ddb5,TGO,LOME,LOME,6.0267362495702947,1.3110892020850626,FALSE,13000,Anchorage ,Anchorage ,
1023ddaf,TGO,LOME,LOME,6.0324204176962564,1.3204241165930373,FALSE,13000,Anchorage ,Anchorage ,
1023dd13,TGO,LOME,LOME,6.0423367819372631,1.339168312361811,FALSE,13000,Anchorage ,Anchorage ,
1023ddb1,TGO,LOME,LOME,6.0320683438258387,1.3155518316357309,FALSE,13000,Anchorage ,Anchorage ,
1023df59,TGO,LOME,LOME,5.9952907683769974,1.2151166964197335,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023df25,TGO,LOME,LOME,6,1.2433163780297953,FALSE,13000,Anchorage ,Anchorage ,
1023de83,TGO,LOME,LOME,6.0162482944068953,1.2862724249823434,FALSE,13000,Anchorage ,Anchorage ,
1023de89,TGO,LOME,LOME,6,1.2772251154996819,FALSE,13000,Anchorage ,Anchorage ,
1023deeb,TGO,LOME,LOME,6.0055231473760733,1.2676709909224049,FALSE,13000,Anchorage ,Anchorage ,
1023dee3,TGO,LOME,LOME,6.0110081528075074,1.2531144461485757,FALSE,13000,Anchorage ,Anchorage ,
1023df3f,TGO,LOME,LOME,6,1.2336758189731372,FALSE,13000,Anchorage ,Anchorage ,Ghana EEZ
1023de81,TGO,LOME,LOME,6.021260074564271,1.2867064710310276,FALSE,13000,Anchorage ,Anchorage ,
1023dee7,TGO,LOME,LOME,6.0055776213139733,1.2576290692531498,FALSE,13000,Anchorage ,Anchorage ,
1023e0e3,TGO,LOME,LOME,6.1054550472082791,1.2625848282571059,FALSE,3000,Anchorage ,Anchorage ,
1023e125,TGO,LOME,LOME,6.1165869677026556,1.2770046902656791,FALSE,3000,Anchorage ,Anchorage ,
1023e0e1,TGO,LOME,LOME,6.1060369483424184,1.2678670912277883,FALSE,3000,Anchorage ,Anchorage ,
1023e019,TGO,LOME,LOME,6.0852071715729918,1.2192068110507452,FALSE,3000,Anchorage ,Anchorage ,
1023e05b,TGO,LOME,LOME,6.0951425686319816,1.243175323757906,FALSE,3000,Anchorage ,Anchorage ,
1023e01f,TGO,LOME,LOME,6.0852199745737918,1.2147534580009851,FALSE,3000,Anchorage ,Anchorage ,
1023e023,TGO,LOME,LOME,6.090516856630467,1.2192602342599959,FALSE,3000,Anchorage ,Anchorage ,
1023e045,TGO,LOME,LOME,6,1.2390131629681387,FALSE,3000,Anchorage ,Anchorage ,
1023e03d,TGO,LOME,LOME,6.0903712021598446,1.2240471453889088,FALSE,3000,Anchorage ,Anchorage ,
10215ff3,TGO,LOME,LOME,6.0850837810682119,1.2053316103828644,FALSE,3000,Anchorage ,Anchorage ,Ghana EEZ
1023e017,TGO,LOME,LOME,6.0852565415031608,1.2241658337632104,FALSE,3000,Anchorage ,Anchorage ,
1023e059,TGO,LOME,LOME,6.0953079242355077,1.2484440474968745,FALSE,3000,Anchorage ,Anchorage ,
1023e6d3,TGO,LOME,LOME,6.1161010205770916,1.2912451891745538,FALSE,3000,Anchorage ,Anchorage ,
1023e121,TGO,LOME,LOME,6.1109845565236984,1.2723732728454944,FALSE,3000,Anchorage ,Anchorage ,
1023e047,TGO,LOME,LOME,6.0957939887121544,1.2336830832869063,FALSE,3000,Anchorage ,Anchorage ,
1023e0f7,TGO,LOME,LOME,6.0954080422904875,1.2532653303455179,FALSE,3000,Anchorage ,Anchorage ,
1023e039,TGO,LOME,LOME,6.0953755313337572,1.2287402142806603,FALSE,3000,Anchorage ,Anchorage ,
10215f8d,TGO,LOME,LOME,6.0906046214699323,1.2054036599039835,FALSE,3000,Anchorage ,Anchorage ,Ghana EEZ
1023e12d,TGO,LOME,LOME,6.1165744922597955,1.2865889524363336,FALSE,3000,Anchorage ,Anchorage ,
1023e0f9,TGO,LOME,LOME,6.1004458549190117,1.2529950156092038,FALSE,3000,Anchorage ,Anchorage ,
1023e0df,TGO,LOME,LOME,6.1058721661080133,1.2722275520886568,FALSE,3000,Anchorage ,Anchorage ,
10215f8b,TGO,LOME,LOME,6.0901961587084221,1.2098093117196074,FALSE,3000,Anchorage ,Anchorage ,
1023e021,TGO,LOME,LOME,6.0904988027235314,1.214524639143431,FALSE,3000,Anchorage ,Anchorage ,
1023dfe3,TGO,LOME,LOME,6.0640699466309638,1.2240781847697502,FALSE,6000,Anchorage ,Anchorage ,
1023e091,TGO,LOME,LOME,6.0794859714985172,1.2624572121905902,FALSE,6000,Anchorage ,Anchorage ,
1023dfe5,TGO,LOME,LOME,6.0590724137983907,1.2239415880769169,FALSE,6000,Anchorage ,Anchorage ,
1023e077,TGO,LOME,LOME,6.0692100786056082,1.2383105225226752,FALSE,6000,Anchorage ,Anchorage ,
1023e723,TGO,LOME,LOME,6.1005065011608863,1.3057677338278186,FALSE,6000,Anchorage ,Anchorage ,
1023e735,TGO,LOME,LOME,6.0902437008924792,1.2912879349077282,FALSE,6000,Anchorage ,Anchorage ,
1023e08f,TGO,LOME,LOME,6,1.2577427675936408,FALSE,6000,Anchorage ,Anchorage ,
1023e071,TGO,LOME,LOME,6.0742452869655228,1.2384843751178349,FALSE,6000,Anchorage ,Anchorage ,
1023e739,TGO,LOME,LOME,6.0903302560539245,1.3008571539021061,FALSE,6000,Anchorage ,Anchorage ,
1023e0cb,TGO,LOME,LOME,6.0901360505359028,1.2866760765172141,FALSE,6000,Anchorage ,Anchorage ,
1023e00d,TGO,LOME,LOME,6.0746928042253412,1.228855451903597,FALSE,6000,Anchorage ,Anchorage ,
1023e073,TGO,LOME,LOME,6.0747127894058215,1.2337492861929011,FALSE,6000,Anchorage ,Anchorage ,
1023e093,TGO,LOME,LOME,6.0848814826040263,1.2626518410093033,FALSE,6000,Anchorage ,Anchorage ,
1023e07b,TGO,LOME,LOME,6.0745882195044114,1.2433877668795961,FALSE,6000,Anchorage ,Anchorage ,
1023dffd,TGO,LOME,LOME,6,1.2195399880774731,FALSE,6000,Anchorage ,Anchorage ,
1023e0bf,TGO,LOME,LOME,6.0847647659089343,1.2722084234946198,FALSE,6000,Anchorage ,Anchorage ,
1023e719,TGO,LOME,LOME,6.1012862641058128,1.3105123952673829,FALSE,6000,Anchorage ,Anchorage ,
1023e075,TGO,LOME,LOME,6.0692053148484293,1.2340286467787838,FALSE,6000,Anchorage ,Anchorage ,
1023e0c9,TGO,LOME,LOME,6.090292298797066,1.2817307531194329,FALSE,6000,Anchorage ,Anchorage ,
1023e0c7,TGO,LOME,LOME,6.0902486776465574,1.2772132642809586,FALSE,6000,Anchorage ,Anchorage ,
1023e0b7,TGO,LOME,LOME,6.085170915553614,1.2818641951338789,FALSE,6000,Anchorage ,Anchorage ,
1023e717,TGO,LOME,LOME,6.0954330809370338,1.3102924313561828,FALSE,6000,Anchorage ,Anchorage ,
1023e737,TGO,LOME,LOME,6.0904161135040837,1.2963117436253186,FALSE,6000,Anchorage ,Anchorage ,
1023e00b,TGO,LOME,LOME,6.0689098976441667,1.2290780627752982,FALSE,6000,Anchorage ,Anchorage ,
1023dffb,TGO,LOME,LOME,6.0588285234893835,1.2195024711438516,FALSE,6000,Anchorage ,Anchorage ,
1023e73d,TGO,LOME,LOME,6.0955606391862709,1.3058563979625359,FALSE,6000,Anchorage ,Anchorage ,
1023e097,TGO,LOME,LOME,6.0797801464144365,1.2674416525445158,FALSE,6000,Anchorage ,Anchorage ,
1023e079,TGO,LOME,LOME,6.0690871634382937,1.2431446899961542,FALSE,6000,Anchorage ,Anchorage ,
1023e749,TGO,LOME,LOME,6,1.2964270559926117,FALSE,6000,Anchorage ,Anchorage ,
1023e0bd,TGO,LOME,LOME,6,1.2721545209383069,FALSE,6000,Anchorage ,Anchorage ,
1023dfff,TGO,LOME,LOME,6.0641648546828586,1.2146284490820698,FALSE,6000,Anchorage ,Anchorage ,Ghana EEZ
1023e08d,TGO,LOME,LOME,6.0849599714526015,1.2577482773648432,FALSE,6000,Anchorage ,Anchorage ,
1023dff9,TGO,LOME,LOME,6.0584659512885759,1.2147089888048639,FALSE,6000,Anchorage ,Anchorage ,Ghana EEZ
1023ddc5,TGO,LOME,LOME,6.0372271507070128,1.3012229707711749,FALSE,12000,Anchorage ,Anchorage ,
1023df65,TGO,LOME,LOME,6.0112105069539741,1.219409067472971,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023dd9d,TGO,LOME,LOME,6.0532454962537372,1.3252588845486817,FALSE,12000,Anchorage ,Anchorage ,
102161e9,TGO,LOME,LOME,6.0004715175142564,1.2001717793197288,FALSE,12000,Anchorage ,Anchorage ,
1023defb,TGO,LOME,LOME,6,1.2575150010402443,FALSE,12000,Anchorage ,Anchorage ,
1023def1,TGO,LOME,LOME,6.0158215272145519,1.262619289934559,FALSE,12000,Anchorage ,Anchorage ,
1023def5,TGO,LOME,LOME,6.0215008718972935,1.2673974032858715,FALSE,12000,Anchorage ,Anchorage ,
1023ddb9,TGO,LOME,LOME,6.0368911979566793,1.310653644692727,FALSE,12000,Anchorage ,Anchorage ,
1023df6b,TGO,LOME,LOME,6,1,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023def9,TGO,LOME,LOME,6.0212529099017091,1.2577698059632967,FALSE,12000,Anchorage ,Anchorage ,
102161e1,TGO,LOME,LOME,6.0002840439140055,1.2096567293521046,FALSE,12000,Anchorage ,Anchorage ,
102161e3,TGO,LOME,LOME,5.9952589432806986,1.2099320693835878,FALSE,12000,Anchorage ,Anchorage ,
1023deff,TGO,LOME,LOME,6.0216697423030094,1,FALSE,12000,Anchorage ,Anchorage ,
1023df69,TGO,LOME,LOME,6.0056907302462941,1.2242287404172878,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023ddbd,TGO,LOME,LOME,6.0427573615584782,1.3157927270311651,FALSE,12000,Anchorage ,Anchorage ,
1023ddc7,TGO,LOME,LOME,6.0372429133480736,1.3061784993723111,FALSE,12000,Anchorage ,Anchorage ,
1023df15,TGO,LOME,LOME,6.0055135209754127,1.2336420492837981,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023ddc1,TGO,LOME,LOME,6.0426842857623546,1.3058160422771097,FALSE,12000,Anchorage ,Anchorage ,
1023de63,TGO,LOME,LOME,6.0268192745991787,1.2770746644229205,FALSE,12000,Anchorage ,Anchorage ,
1023ddd5,TGO,LOME,LOME,6.0269381707119907,1.2914257897577772,FALSE,12000,Anchorage ,Anchorage ,
1023df19,TGO,LOME,LOME,6.0053079503463946,1.2434037441921513,FALSE,12000,Anchorage ,Anchorage ,
1023df03,TGO,LOME,LOME,6.0163903893536759,1.2480958754618456,FALSE,12000,Anchorage ,Anchorage ,
1023df6f,TGO,LOME,LOME,6.010909921797448,1.2243024129154372,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023de7d,TGO,LOME,LOME,6.0266943224336105,1.2818855906200495,FALSE,12000,Anchorage ,Anchorage ,
1023de8d,TGO,LOME,LOME,6.0164058829029532,1.2721698299610373,FALSE,12000,Anchorage ,Anchorage ,
1023df13,TGO,LOME,LOME,6.0110169433037859,1.2338637746631993,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023df6d,TGO,LOME,LOME,6.0107395985495291,1.2292501091761416,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023defd,TGO,LOME,LOME,6.0161577205610977,1.2530658715414982,FALSE,12000,Anchorage ,Anchorage ,
1023ddbb,TGO,LOME,LOME,6.0371311287876361,1.3156081934586528,FALSE,12000,Anchorage ,Anchorage ,
1023dd75,TGO,LOME,LOME,6.0480406828125082,1.3297889993275496,FALSE,12000,Anchorage ,Anchorage ,
1023de8b,TGO,LOME,LOME,6.0212380466281914,1.2720387923115422,FALSE,12000,Anchorage ,Anchorage ,
1023de79,TGO,LOME,LOME,6.0321992013449943,1.286944954390921,FALSE,12000,Anchorage ,Anchorage ,
1023dd73,TGO,LOME,LOME,6.0474327110767518,1.3339713718820054,FALSE,12000,Anchorage ,Anchorage ,
1023df1b,TGO,LOME,LOME,6.0110850918901493,1.2432378190183955,FALSE,12000,Anchorage ,Anchorage ,
1023df01,TGO,LOME,LOME,6.0217934229038157,1.2484243332246072,FALSE,12000,Anchorage ,Anchorage ,
1023df5f,TGO,LOME,LOME,6.000571756988319,1.2147791052725847,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023dddd,TGO,LOME,LOME,6.0423187710880981,1.2964329887697348,FALSE,12000,Anchorage ,Anchorage ,
1023ddd7,TGO,LOME,LOME,6.0318606338077174,1.2917747776055581,FALSE,12000,Anchorage ,Anchorage ,
1023de65,TGO,LOME,LOME,6.0321128902152479,1.2770574216326882,FALSE,12000,Anchorage ,Anchorage ,
1023ddc3,TGO,LOME,LOME,6.0425510083656393,1.3009922797783333,FALSE,12000,Anchorage ,Anchorage ,
1023def3,TGO,LOME,LOME,6.0160375594203384,1.2673391711764317,FALSE,12000,Anchorage ,Anchorage ,
1023dda3,TGO,LOME,LOME,6.0428704513721749,1.3201825948348438,FALSE,12000,Anchorage ,Anchorage ,
1023df67,TGO,LOME,LOME,6.0056181379339639,1.2199355510026877,FALSE,12000,Anchorage ,Anchorage ,Ghana EEZ
1023dd9f,TGO,LOME,LOME,6.0475396604006315,1.3253779201341298,FALSE,12000,Anchorage ,Anchorage ,
102161e7,TGO,LOME,LOME,6.0004401024847152,1.2051641150434624,FALSE,12000,Anchorage ,Anchorage ,
1023de7b,TGO,LOME,LOME,6,1.2817388336022701,FALSE,12000,Anchorage ,Anchorage ,
1023de7f,TGO,LOME,LOME,6.026802801887615,1.2868731769022215,FALSE,12000,Anchorage ,Anchorage ,
1023df17,TGO,LOME,LOME,6,1.2384075564557409,FALSE,12000,Anchorage ,Anchorage ,
1023dda5,TGO,LOME,LOME,6.0373681294699217,1.3204159031487044,FALSE,12000,Anchorage ,Anchorage ,
1023def7,TGO,LOME,LOME,6.0213480549242746,1.2624743846150031,FALSE,12000,Anchorage ,Anchorage ,
1023dddb,TGO,LOME,LOME,6.0374501654391581,1.2964012389671025,FALSE,12000,Anchorage ,Anchorage ,
1023df11,TGO,LOME,LOME,6,1.2385371499326694,FALSE,12000,Anchorage ,Anchorage ,
1023ddbf,TGO,LOME,LOME,6.0431767824108524,1.3107989740833965,FALSE,12000,Anchorage ,Anchorage ,
1023df0f,TGO,LOME,LOME,6.0160423144863753,1.2386851236902729,FALSE,11000,Anchorage ,Anchorage ,
1023dde7,TGO,LOME,LOME,6.0476087716476723,1.2965076535572646,FALSE,11000,Anchorage ,Anchorage ,
1023ddef,TGO,LOME,LOME,6.0531867208888057,1.3013166119006252,FALSE,11000,Anchorage ,Anchorage ,
1023dd79,TGO,LOME,LOME,6.0583764869998689,1.3293916504018706,FALSE,11000,Anchorage ,Anchorage ,
1023dde5,TGO,LOME,LOME,6.053340733701404,1.2960660214712409,FALSE,11000,Anchorage ,Anchorage ,
1023dd95,TGO,LOME,LOME,6.047766956355054,1.3106763453179773,FALSE,11000,Anchorage ,Anchorage ,
1023de55,TGO,LOME,LOME,6.0265990606170359,1.2531302308645891,FALSE,11000,Anchorage ,Anchorage ,
1023df09,TGO,LOME,LOME,6.0214125272151371,1.2384331699968383,FALSE,11000,Anchorage ,Anchorage ,
1023dddf,TGO,LOME,LOME,6.0428830001444895,1.2912688539122421,FALSE,11000,Anchorage ,Anchorage ,
1023dd9b,TGO,LOME,LOME,6.0531998861126981,1.320523488057002,FALSE,11000,Anchorage ,Anchorage ,
1023de73,TGO,LOME,LOME,6.0429190211670809,1.2818138566420778,FALSE,11000,Anchorage ,Anchorage ,
1023df61,TGO,LOME,LOME,6.0060053388788015,1.2146897284988827,FALSE,11000,Anchorage ,Anchorage ,Ghana EEZ
1023de77,TGO,LOME,LOME,6.0373113298875776,1.2867878669507278,FALSE,11000,Anchorage ,Anchorage ,
1023df07,TGO,LOME,LOME,6.021518783615134,1.2434585790106563,FALSE,11000,Anchorage ,Anchorage ,
1023dde9,TGO,LOME,LOME,6.0476773427581687,1.3010534936711962,FALSE,11000,Anchorage ,Anchorage ,
102161df,TGO,LOME,LOME,6.0062966631041164,1.2099526820109447,FALSE,11000,Anchorage ,Anchorage ,Ghana EEZ
